Freq,S11_o_mod_v,S11_o_pha_v,S11_s_mod_v,S11_s_pha_v,S11_m_mod_v,S11_m_pha_v,S22_o_mod_v,S22_o_pha_v,S22_s_mod_v,S22_s_pha_v,S22_m_mod_v,S22_m_pha_v,S11_thru_mod_v,S11_thru_pha_v,S21_thru_mod_v,S21_thru_pha_v,S12_thru_mod_v,S12_thru_pha_v,S22_thru_mod_v,S22_thru_pha_v
823719063.545151,0.684457478005865,1.53958944281525,0.652785923753666,0.193548387096774,1.53255131964809,1.25982404692082,0.726686217008798,1.19648093841642,0.710850439882698,0.651026392961877,1.77888563049853,1.2950146627566,1.11026392961877,1.20703812316716,0.716129032258064,0.944868035190616,0.680938416422287,1.28445747800587,1.67859237536657,1.52199413489736
831408026.755853,0.679178885630499,1.5624633431085,0.658064516129032,0.151319648093842,1.51847507331378,1.2950146627566,0.724926686217009,1.00293255131965,0.714369501466276,0.906158357771261,1.67859237536657,1.5466275659824,1.08035190615836,1.33900293255132,0.716129032258064,0.798826979472141,0.680938416422287,1.38299120234604,1.69442815249267,1.47800586510264
839096989.966555,0.675659824046921,1.59061583577713,0.66158357771261,0.114369501466276,1.50967741935484,1.33724340175953,0.721407624633431,0.805865102639296,0.721407624633431,1.14897360703812,1.57653958944282,1.68211143695015,1.07859237536657,1.48152492668622,0.714369501466276,0.651026392961877,0.679178885630499,1.48328445747801,1.61348973607038,1.45689149560117
846785953.177258,0.668621700879765,1.62052785923754,0.666862170087977,0.086217008797654,1.50791788856305,1.37771260997067,0.716129032258064,0.596480938416422,0.728445747800586,1.37595307917889,1.50263929618768,1.74897360703812,1.0891495601173,1.6258064516129,0.712609970674487,0.504985337243402,0.679178885630499,1.58709677419355,1.49560117302053,1.50791788856305
854474916.38796,0.663343108504399,1.65395894428152,0.672140762463343,0.0651026392961877,1.50791788856305,1.40058651026393,0.709090909090909,0.376539589442815,0.733724340175953,1.58885630498534,1.44809384164223,1.70146627565982,1.11202346041056,1.74545454545455,0.709090909090909,0.357184750733138,0.679178885630499,1.6891495601173,1.39354838709677,1.62228739002933
862163879.598662,0.656304985337243,1.69090909090909,0.675659824046921,0.0527859237536657,1.50615835777126,1.41290322580645,0.702052785923754,0.135483870967742,0.737243401759531,1.78944281524927,1.41114369501466,1.5941348973607,1.14721407624633,1.74017595307918,0.703812316715543,0.20058651026393,0.679178885630499,1.75953079178886,1.31612903225806,1.75953079178886
869852842.809365,0.651026392961877,1.72609970674487,0.67741935483871,0.0457478005865103,1.50439882697947,1.42873900293255,0.696774193548387,0.0439882697947214,0.737243401759531,1.79472140762463,1.38123167155425,1.47272727272727,1.20527859237537,1.62932551319648,0.702052785923754,0.0580645161290323,0.680938416422287,1.75425219941349,1.25278592375367,1.8
877541806.020067,0.647507331378299,1.75425219941349,0.680938416422287,0.0422287390029326,1.50087976539589,1.43929618768328,0.700293255131965,0.272727272727273,0.733724340175953,1.61524926686217,1.358357771261,1.35307917888563,1.29325513196481,1.51847507331378,0.698533724340176,0.0439882697947214,0.682697947214076,1.68035190615836,1.20351906158358,1.66627565982405
885230769.230769,0.647507331378299,1.76480938416422,0.680938416422287,0.0404692082111437,1.49736070381232,1.39530791788856,0.709090909090909,0.531378299120235,0.72316715542522,1.4217008797654,1.33900293255132,1.23343108504399,1.44105571847507,1.46392961876833,0.698533724340176,0.170674486803519,0.680938416422287,1.58357771260997,1.16129032258065,1.46568914956012
892919732.441472,0.647507331378299,1.75777126099707,0.679178885630499,0.0422287390029326,1.49032258064516,1.45161290322581,0.721407624633431,0.775953079178886,0.710850439882698,1.22639296187683,1.32316715542522,1.11026392961877,1.63108504398827,1.3900293255132,0.698533724340176,0.334310850439883,0.680938416422287,1.48504398826979,1.12961876832845,1.2633431085044
900608695.652174,0.651026392961877,1.73313782991202,0.675659824046921,0.0457478005865103,1.48328445747801,1.45865102639296,0.735483870967742,1.00821114369501,0.695014662756598,1.01700879765396,1.3108504398827,0.985337243401759,1.45865102639296,1.04868035190616,0.698533724340176,0.49266862170088,0.679178885630499,1.38826979472141,1.10146627565982,1.05219941348974
908297658.862876,0.654545454545455,1.69794721407625,0.672140762463343,0.0527859237536657,1.47272727272727,1.47096774193548,0.746041055718475,1.22287390029326,0.680938416422287,0.791788856304985,1.30381231671554,0.853372434017595,1.30205278592375,1.09266862170088,0.698533724340176,0.649266862170088,0.67741935483871,1.28973607038123,1.08211143695015,0.832258064516129
915986622.073579,0.66158357771261,1.6574780058651,0.665102639296188,0.0633431085043988,1.46392961876833,1.48504398826979,0.751319648093842,1.42873900293255,0.668621700879765,0.543695014662757,1.30205278592375,0.716129032258064,1.2158357771261,1.20703812316716,0.698533724340176,0.809384164222874,0.675659824046921,1.18592375366569,1.06803519061584,0.603519061583578
923675585.284281,0.670381231671554,1.61700879765396,0.658064516129032,0.0774193548387097,1.45689149560117,1.50263929618768,0.749560117302053,1.63636363636364,0.665102639296188,0.283284457478006,1.30205278592375,0.580645161290323,1.15953079178886,1.33548387096774,0.700293255131965,0.967741935483871,0.675659824046921,1.08035190615836,1.06275659824047,0.364222873900293
931364548.494983,0.679178885630499,1.58357771260997,0.651026392961877,0.100293255131965,1.44809384164223,1.52023460410557,0.742521994134897,1.8,0.673900293255132,0.049266862170088,1.30909090909091,0.44692082111437,1.12609970674487,1.47272727272727,0.703812316715543,1.12609970674487,0.675659824046921,0.973020527859238,1.06627565982405,0.116129032258065
939053511.705686,0.687976539589443,1.55542521994135,0.640469208211144,0.128445747800587,1.44281524926686,1.53255131964809,0.728445747800586,1.75953079178886,0.687976539589443,0.13900293255132,1.32140762463343,0.306158357771261,1.10850439882698,1.61173020527859,0.705571847507331,1.28093841642229,0.679178885630499,0.869208211143695,1.07683284457478,0.0686217008797654
946742474.916388,0.695014662756598,1.5307917888563,0.629912023460411,0.167155425219941,1.43577712609971,1.55014662756598,0.710850439882698,1.5466275659824,0.709090909090909,0.364222873900293,1.33724340175953,0.172434017595308,1.10322580645161,1.68211143695015,0.710850439882698,1.43225806451613,0.680938416422287,0.76891495601173,1.09266862170088,0.327272727272727
